"","date","time","growth_rate","outbreak","id","country","state","new_confirmed"
"1662",2021-07-23,51,0.0245702239694943,"Delta","2a5d1dfb","USA","Nevada",1003
"1663",2021-07-24,52,0.0245702239694943,"Delta","2a5d1dfb","USA","Nevada",NA
"1664",2021-07-25,53,0.0245702239694943,"Delta","2a5d1dfb","USA","Nevada",NA
"1665",2021-07-26,54,0.0337828020806565,"Delta","2a5d1dfb","USA","Nevada",2400
"1666",2021-07-27,55,0.0298053722797177,"Delta","2a5d1dfb","USA","Nevada",1124
"1667",2021-07-28,56,0.0296422353176706,"Delta","2a5d1dfb","USA","Nevada",1179
"1668",2021-07-29,57,0.0302399978248464,"Delta","2a5d1dfb","USA","Nevada",1345
"1669",2021-07-30,58,0.0266168416902882,"Delta","2a5d1dfb","USA","Nevada",1310
"1670",2021-07-31,59,0.0266168416902882,"Delta","2a5d1dfb","USA","Nevada",NA
"1671",2021-08-01,60,0.0266168416902882,"Delta","2a5d1dfb","USA","Nevada",NA
"1672",2021-08-02,61,0.0305905749612944,"Delta","2a5d1dfb","USA","Nevada",2531
"1673",2021-08-03,62,0.0245546051153526,"Delta","2a5d1dfb","USA","Nevada",1215
"1674",2021-08-04,63,0.0172325221840337,"Delta","2a5d1dfb","USA","Nevada",993
"1675",2021-08-05,64,0.012604773428268,"Delta","2a5d1dfb","USA","Nevada",1135
"1676",2021-08-06,65,0.00920400852789763,"Delta","2a5d1dfb","USA","Nevada",1299
"1677",2021-08-07,66,0.00920400852789763,"Delta","2a5d1dfb","USA","Nevada",NA
"1678",2021-08-08,67,0.00920400852789763,"Delta","2a5d1dfb","USA","Nevada",NA
"1679",2021-08-09,68,0.019916767173971,"Delta","2a5d1dfb","USA","Nevada",3010
"1680",2021-08-10,69,0.0123354349739236,"Delta","2a5d1dfb","USA","Nevada",1125
"1681",2021-08-11,70,0.00462483423180067,"Delta","2a5d1dfb","USA","Nevada",916
"1682",2021-08-12,71,0.0028105279315431,"Delta","2a5d1dfb","USA","Nevada",1221
"1683",2021-08-13,72,-4.29512166886335e-05,"Delta","2a5d1dfb","USA","Nevada",1280
"1684",2021-08-14,73,-4.29512166886335e-05,"Delta","2a5d1dfb","USA","Nevada",NA
"1685",2021-08-15,74,-4.29512166886335e-05,"Delta","2a5d1dfb","USA","Nevada",NA
"1686",2021-08-16,75,0.00584395857126145,"Delta","2a5d1dfb","USA","Nevada",2523
"1687",2021-08-17,76,-0.00102916987188675,"Delta","2a5d1dfb","USA","Nevada",1002
"1688",2021-08-18,77,0.00430253040503025,"Delta","2a5d1dfb","USA","Nevada",1429
"1689",2021-08-19,78,0.00561808062443844,"Delta","2a5d1dfb","USA","Nevada",1413
"1690",2021-08-20,79,0.00092331752920578,"Delta","2a5d1dfb","USA","Nevada",1207
"1691",2021-08-21,80,0.00092331752920578,"Delta","2a5d1dfb","USA","Nevada",NA
"1692",2021-08-22,81,0.00092331752920578,"Delta","2a5d1dfb","USA","Nevada",NA
"1693",2021-08-23,82,0.0117652867716404,"Delta","2a5d1dfb","USA","Nevada",3066
"1694",2021-08-24,83,0.00339844843688175,"Delta","2a5d1dfb","USA","Nevada",1007
"1695",2021-08-25,84,0.00550375796360885,"Delta","2a5d1dfb","USA","Nevada",1362
"1696",2021-08-26,85,0.00126113915639649,"Delta","2a5d1dfb","USA","Nevada",1137
"1697",2021-08-27,86,-0.00157636610539099,"Delta","2a5d1dfb","USA","Nevada",1287
"1698",2021-08-28,87,-0.00157636610539099,"Delta","2a5d1dfb","USA","Nevada",NA
"1699",2021-08-29,88,-0.00157636610539099,"Delta","2a5d1dfb","USA","Nevada",NA
"1700",2021-08-30,89,0.00595788410541474,"Delta","2a5d1dfb","USA","Nevada",2799
"1701",2021-08-31,90,0.0035202674831519,"Delta","2a5d1dfb","USA","Nevada",1242
"1702",2021-06-26,1,0.00127455389421957,"Delta","2b950065","USA","Virginia",208
"1703",2021-06-27,2,0.00887372361483661,"Delta","2b950065","USA","Virginia",148
"1704",2021-06-28,3,0.0102313894754937,"Delta","2b950065","USA","Virginia",89
"1705",2021-06-29,4,0.00836586582801435,"Delta","2b950065","USA","Virginia",148
"1706",2021-06-30,5,0.0196015117248629,"Delta","2b950065","USA","Virginia",275
"1707",2021-07-01,6,0.0211593434944609,"Delta","2b950065","USA","Virginia",224
"1708",2021-07-02,7,0.0198022713748926,"Delta","2b950065","USA","Virginia",180
"1709",2021-07-03,8,0.0198022713748926,"Delta","2b950065","USA","Virginia",NA
"1710",2021-07-04,9,0.0198022713748926,"Delta","2b950065","USA","Virginia",NA
"1711",2021-07-05,10,0.0198022713748926,"Delta","2b950065","USA","Virginia",NA
"1712",2021-07-06,11,0.0198022713748926,"Delta","2b950065","USA","Virginia",NA
"1713",2021-07-07,12,0.025468537373396,"Delta","2b950065","USA","Virginia",273
"1714",2021-07-08,13,0.0287438815863879,"Delta","2b950065","USA","Virginia",291
"1715",2021-07-09,14,0.0302876892504801,"Delta","2b950065","USA","Virginia",257
"1716",2021-07-10,15,0.0322695477178897,"Delta","2b950065","USA","Virginia",286
"1717",2021-07-11,16,0.0373123862244631,"Delta","2b950065","USA","Virginia",240
"1718",2021-07-12,17,0.0410829766852137,"Delta","2b950065","USA","Virginia",183
"1719",2021-07-13,18,0.0434916035107848,"Delta","2b950065","USA","Virginia",346
"1720",2021-07-14,19,0.0454682594168081,"Delta","2b950065","USA","Virginia",412
"1721",2021-07-15,20,0.0468421469151032,"Delta","2b950065","USA","Virginia",440
"1722",2021-07-16,21,0.0499897068799025,"Delta","2b950065","USA","Virginia",445
"1723",2021-07-17,22,0.0499897068799025,"Delta","2b950065","USA","Virginia",NA
"1724",2021-07-18,23,0.0499897068799025,"Delta","2b950065","USA","Virginia",NA
"1725",2021-07-19,24,0.0776787446923577,"Delta","2b950065","USA","Virginia",986
"1726",2021-07-20,25,0.0821310275568868,"Delta","2b950065","USA","Virginia",721
"1727",2021-07-21,26,0.0779414041149962,"Delta","2b950065","USA","Virginia",678
"1728",2021-07-22,27,0.0722005131134444,"Delta","2b950065","USA","Virginia",666
"1729",2021-07-23,28,0.0715814240914846,"Delta","2b950065","USA","Virginia",750
"1730",2021-07-24,29,0.0715814240914846,"Delta","2b950065","USA","Virginia",NA
"1731",2021-07-25,30,0.0715814240914846,"Delta","2b950065","USA","Virginia",NA
"1732",2021-07-26,31,0.0966193437380024,"Delta","2b950065","USA","Virginia",1883
"1733",2021-07-27,32,0.0850295606360117,"Delta","2b950065","USA","Virginia",835
"1734",2021-07-28,33,0.0786054734755102,"Delta","2b950065","USA","Virginia",1087
"1735",2021-07-29,34,0.0721182202334698,"Delta","2b950065","USA","Virginia",1101
"1736",2021-07-30,35,0.0696066624294457,"Delta","2b950065","USA","Virginia",1178
"1737",2021-07-31,36,0.0696066624294457,"Delta","2b950065","USA","Virginia",NA
"1738",2021-08-01,37,0.0696066624294457,"Delta","2b950065","USA","Virginia",NA
"1739",2021-08-02,38,0.0982334656947494,"Delta","2b950065","USA","Virginia",3555
"1740",2021-08-03,39,0.0859962190994444,"Delta","2b950065","USA","Virginia",1403
"1741",2021-08-04,40,0.077597849810871,"Delta","2b950065","USA","Virginia",1717
"1742",2021-08-05,41,0.0699790934747766,"Delta","2b950065","USA","Virginia",1760
"1743",2021-08-06,42,0.0661011742298107,"Delta","2b950065","USA","Virginia",1845
"1744",2021-08-07,43,0.0661011742298107,"Delta","2b950065","USA","Virginia",NA
"1745",2021-08-08,44,0.0661011742298107,"Delta","2b950065","USA","Virginia",NA
"1746",2021-08-09,45,0.0858712961065155,"Delta","2b950065","USA","Virginia",4655
"1747",2021-08-10,46,0.0698565045000087,"Delta","2b950065","USA","Virginia",1759
"1748",2021-08-11,47,0.0588140412716444,"Delta","2b950065","USA","Virginia",2117
"1749",2021-08-12,48,0.05147322280197,"Delta","2b950065","USA","Virginia",2361
"1750",2021-08-13,49,0.0462781584278555,"Delta","2b950065","USA","Virginia",2270
"1751",2021-08-14,50,0.0462781584278555,"Delta","2b950065","USA","Virginia",NA
"1752",2021-08-15,51,0.0462781584278555,"Delta","2b950065","USA","Virginia",NA
"1753",2021-08-16,52,0.0654292326809859,"Delta","2b950065","USA","Virginia",5901
"1754",2021-08-17,53,0.0514261744935472,"Delta","2b950065","USA","Virginia",2244
"1755",2021-08-18,54,0.0410210580552982,"Delta","2b950065","USA","Virginia",2552
"1756",2021-08-19,55,0.0338204036072281,"Delta","2b950065","USA","Virginia",2764
"1757",2021-08-20,56,0.0300116430229503,"Delta","2b950065","USA","Virginia",2792
"1758",2021-08-21,57,0.0300116430229503,"Delta","2b950065","USA","Virginia",NA
"1759",2021-08-22,58,0.0300116430229503,"Delta","2b950065","USA","Virginia",NA
"1760",2021-08-23,59,0.0496710955468219,"Delta","2b950065","USA","Virginia",7081
"1761",2021-08-24,60,0.0406424621677142,"Delta","2b950065","USA","Virginia",3027
"1762",2021-08-25,61,0.0338921828072738,"Delta","2b950065","USA","Virginia",3454
"1763",2021-08-26,62,0.0281068821559126,"Delta","2b950065","USA","Virginia",3492
"1764",2021-08-27,63,0.0253683290194344,"Delta","2b950065","USA","Virginia",3519
"1765",2021-08-28,64,0.0253683290194344,"Delta","2b950065","USA","Virginia",NA
"1766",2021-08-29,65,0.0253683290194344,"Delta","2b950065","USA","Virginia",NA
"1767",2021-08-30,66,0.0435835981671783,"Delta","2b950065","USA","Virginia",8296
"1768",2021-08-31,67,0.034255336068269,"Delta","2b950065","USA","Virginia",3487
"1769",2021-09-01,68,0.0242065352341393,"Delta","2b950065","USA","Virginia",3407
"1770",2021-09-02,69,0.0205231452346837,"Delta","2b950065","USA","Virginia",4255
"1771",2021-09-03,70,0.0183673953263426,"Delta","2b950065","USA","Virginia",4070
"1772",2021-09-04,71,0.0183673953263426,"Delta","2b950065","USA","Virginia",NA
"1773",2021-09-05,72,0.0183673953263426,"Delta","2b950065","USA","Virginia",NA
"1774",2021-09-06,73,0.0183673953263426,"Delta","2b950065","USA","Virginia",NA
"1775",2021-09-07,74,0.0183673953263426,"Delta","2b950065","USA","Virginia",NA
"1776",2021-09-08,75,0.0136425962126431,"Delta","2b950065","USA","Virginia",4479
"1777",2021-09-09,76,0.00682079979994795,"Delta","2b950065","USA","Virginia",3952
"1778",2021-09-10,77,0.00760545168203979,"Delta","2b950065","USA","Virginia",4479
"1779",2021-09-11,78,0.00760545168203979,"Delta","2b950065","USA","Virginia",NA
"1780",2021-09-12,79,0.00760545168203979,"Delta","2b950065","USA","Virginia",NA
"1781",2021-09-13,80,0.0267647225186723,"Delta","2b950065","USA","Virginia",9252
"1782",2021-09-14,81,0.0166929314499787,"Delta","2b950065","USA","Virginia",3659
"1783",2021-09-15,82,0.00969961192909661,"Delta","2b950065","USA","Virginia",4066
"1784",2021-09-16,83,0.00464742127153448,"Delta","2b950065","USA","Virginia",4181
"1785",2021-09-17,84,0.00264267218615961,"Delta","2b950065","USA","Virginia",4212
"1786",2021-09-18,85,0.00264267218615961,"Delta","2b950065","USA","Virginia",NA
"1787",2021-09-19,86,0.00264267218615961,"Delta","2b950065","USA","Virginia",NA
"1788",2021-09-20,87,0.0189866669181762,"Delta","2b950065","USA","Virginia",8943
"1789",2021-09-21,88,0.00774750865548056,"Delta","2b950065","USA","Virginia",3335
"1790",2021-09-22,89,-0.00014071121101508,"Delta","2b950065","USA","Virginia",3737
"1791",2021-09-23,90,-0.00614120643140683,"Delta","2b950065","USA","Virginia",3767
"1792",2021-07-12,1,0.00892301894910714,"Delta","328e3124","USA","Washington",1632
"1793",2021-07-13,2,0.0113693479952031,"Delta","328e3124","USA","Washington",558
"1794",2021-07-14,3,0.0157845071062465,"Delta","328e3124","USA","Washington",733
"1795",2021-07-15,4,0.0180063569651557,"Delta","328e3124","USA","Washington",715
"1796",2021-07-16,5,0.0174474595838101,"Delta","328e3124","USA","Washington",671
"1797",2021-07-17,6,0.00155063715387563,"Delta","328e3124","USA","Washington",11
"1798",2021-07-18,7,0.00155063715387563,"Delta","328e3124","USA","Washington",NA
"1799",2021-07-19,8,0.0153007940313616,"Delta","328e3124","USA","Washington",1820
"1800",2021-07-20,9,0.0201951050706553,"Delta","328e3124","USA","Washington",782
"1801",2021-07-21,10,0.0250931184422996,"Delta","328e3124","USA","Washington",949
"1802",2021-07-22,11,0.0356628603041642,"Delta","328e3124","USA","Washington",1474
"1803",2021-07-23,12,0.0371244208383532,"Delta","328e3124","USA","Washington",1052
"1804",2021-07-24,13,0.0371244208383532,"Delta","328e3124","USA","Washington",NA
"1805",2021-07-25,14,0.0371244208383532,"Delta","328e3124","USA","Washington",NA
"1806",2021-07-26,15,0.0508026550048733,"Delta","328e3124","USA","Washington",3064
"1807",2021-07-27,16,0.0490747802281365,"Delta","328e3124","USA","Washington",976
"1808",2021-07-28,17,0.0498873780011923,"Delta","328e3124","USA","Washington",1338
"1809",2021-07-29,18,0.0443246462516085,"Delta","328e3124","USA","Washington",809
"1810",2021-07-30,19,0.0389240522517248,"Delta","328e3124","USA","Washington",844
"1811",2021-07-31,20,0.0389240522517248,"Delta","328e3124","USA","Washington",NA
"1812",2021-08-01,21,0.0389240522517248,"Delta","328e3124","USA","Washington",NA
"1813",2021-08-02,22,0.0443197340615263,"Delta","328e3124","USA","Washington",2832
"1814",2021-08-03,23,0.0788511708620445,"Delta","328e3124","USA","Washington",4989
"1815",2021-08-04,24,0.0788872419246007,"Delta","328e3124","USA","Washington",2497
"1816",2021-08-05,25,0.0796346924688694,"Delta","328e3124","USA","Washington",2916
"1817",2021-08-06,26,0.0741339289153451,"Delta","328e3124","USA","Washington",2206
"1818",2021-08-07,27,0.0741339289153451,"Delta","328e3124","USA","Washington",NA
"1819",2021-08-08,28,0.0741339289153451,"Delta","328e3124","USA","Washington",NA
"1820",2021-08-09,29,0.0776088216964887,"Delta","328e3124","USA","Washington",6407
"1821",2021-08-10,30,0.062366666719491,"Delta","328e3124","USA","Washington",1404
"1822",2021-08-11,31,0.0668789875881757,"Delta","328e3124","USA","Washington",4170
"1823",2021-08-12,32,0.0650488122998931,"Delta","328e3124","USA","Washington",3625
"1824",2021-08-13,33,0.0598463540155046,"Delta","328e3124","USA","Washington",3065
"1825",2021-08-14,34,0.0598463540155046,"Delta","328e3124","USA","Washington",NA
"1826",2021-08-15,35,0.0598463540155046,"Delta","328e3124","USA","Washington",NA
"1827",2021-08-16,36,0.0607417864615637,"Delta","328e3124","USA","Washington",7595
"1828",2021-08-17,37,0.0492380225989254,"Delta","328e3124","USA","Washington",2378
"1829",2021-08-18,38,0.0459428730480056,"Delta","328e3124","USA","Washington",3786
"1830",2021-08-19,39,0.042845940386641,"Delta","328e3124","USA","Washington",3915
"1831",2021-08-20,40,0.0393388054821322,"Delta","328e3124","USA","Washington",3789
"1832",2021-08-21,41,0.0188888216414126,"Delta","328e3124","USA","Washington",109
"1833",2021-08-22,42,0.0188888216414126,"Delta","328e3124","USA","Washington",NA
"1834",2021-08-23,43,0.0238152080095066,"Delta","328e3124","USA","Washington",8003
"1835",2021-08-24,44,0.0224765327817574,"Delta","328e3124","USA","Washington",3466
"1836",2021-08-25,45,0.0171945180320479,"Delta","328e3124","USA","Washington",2951
"1837",2021-08-26,46,0.0169398925406708,"Delta","328e3124","USA","Washington",3985
"1838",2021-08-27,47,0.0184592374452292,"Delta","328e3124","USA","Washington",4469
"1839",2021-08-28,48,0.0184592374452292,"Delta","328e3124","USA","Washington",NA
"1840",2021-08-29,49,0.0184592374452292,"Delta","328e3124","USA","Washington",NA
"1841",2021-08-30,50,0.0219904676450244,"Delta","328e3124","USA","Washington",8346
"1842",2021-08-31,51,0.0180642774304097,"Delta","328e3124","USA","Washington",3364
"1843",2021-09-01,52,0.0166907440808299,"Delta","328e3124","USA","Washington",4094
"1844",2021-09-02,53,0.0177557628432573,"Delta","328e3124","USA","Washington",4855
"1845",2021-09-03,54,0.0145774785876177,"Delta","328e3124","USA","Washington",3833
"1846",2021-09-04,55,0.0145774785876177,"Delta","328e3124","USA","Washington",NA
"1847",2021-09-05,56,0.00159700110448327,"Delta","328e3124","USA","Washington",151
"1848",2021-09-06,57,0.00159700110448327,"Delta","328e3124","USA","Washington",NA
"1849",2021-09-07,58,0.00159700110448327,"Delta","328e3124","USA","Washington",NA
"1850",2021-09-08,59,0.000143861375145605,"Delta","328e3124","USA","Washington",3665
"1851",2021-09-09,60,0.000406899044917076,"Delta","328e3124","USA","Washington",4037
"1852",2021-09-10,61,-0.00173031563918688,"Delta","328e3124","USA","Washington",3466
"1853",2021-09-11,62,-0.00173031563918688,"Delta","328e3124","USA","Washington",NA
"1854",2021-09-12,63,-0.00536130278412851,"Delta","328e3124","USA","Washington",213
"1855",2021-09-13,64,0.0027768444427975,"Delta","328e3124","USA","Washington",9108
"1856",2021-09-14,65,0.000197181553707091,"Delta","328e3124","USA","Washington",3071
"1857",2021-09-15,66,-0.000105381792540792,"Delta","328e3124","USA","Washington",3756
"1858",2021-09-16,67,-0.00189552362371143,"Delta","328e3124","USA","Washington",3486
"1859",2021-09-17,68,-0.00250424628039295,"Delta","328e3124","USA","Washington",3649
"1860",2021-09-18,69,-0.00250424628039295,"Delta","328e3124","USA","Washington",NA
"1861",2021-09-19,70,-0.00250424628039295,"Delta","328e3124","USA","Washington",NA
"1862",2021-09-20,71,0.000941445719891743,"Delta","328e3124","USA","Washington",7349
"1863",2021-09-21,72,-0.00205611091844741,"Delta","328e3124","USA","Washington",2931
"1864",2021-09-22,73,-0.0102256788563908,"Delta","328e3124","USA","Washington",2102
"1865",2021-09-23,74,-0.005688385992889,"Delta","328e3124","USA","Washington",4458
"1866",2021-09-24,75,-0.00777306534862521,"Delta","328e3124","USA","Washington",3089
"1867",2021-09-25,76,-0.00777306534862521,"Delta","328e3124","USA","Washington",NA
"1868",2021-09-26,77,-0.020643757068802,"Delta","328e3124","USA","Washington",102
"1869",2021-09-27,78,-0.010806821563811,"Delta","328e3124","USA","Washington",8226
"1870",2021-09-28,79,-0.00981338355052529,"Delta","328e3124","USA","Washington",3021
"1871",2021-09-29,80,-0.0116340278294713,"Delta","328e3124","USA","Washington",2752
"1872",2021-09-30,81,-0.0115754660814231,"Delta","328e3124","USA","Washington",3183
"1873",2021-10-01,82,-0.0113552763906738,"Delta","328e3124","USA","Washington",3093
"1874",2021-10-02,83,-0.0113552763906738,"Delta","328e3124","USA","Washington",NA
"1875",2021-10-03,84,-0.0216757348515311,"Delta","328e3124","USA","Washington",100
"1876",2021-10-04,85,-0.0144882467983364,"Delta","328e3124","USA","Washington",6711
"1877",2021-10-05,86,-0.0143714729605637,"Delta","328e3124","USA","Washington",2517
"1878",2021-10-06,87,-0.0146208965218017,"Delta","328e3124","USA","Washington",2623
"1879",2021-10-07,88,-0.0141313394548352,"Delta","328e3124","USA","Washington",2870
"1880",2021-10-08,89,-0.0158585529516125,"Delta","328e3124","USA","Washington",2363
"1881",2021-10-09,90,-0.0158585529516125,"Delta","328e3124","USA","Washington",NA
"1882",2021-07-09,1,0.00197221351523888,"Delta","342be8a3","USA","Oregon",245
"1883",2021-07-10,2,0.00197221351523888,"Delta","342be8a3","USA","Oregon",NA
"1884",2021-07-11,3,0.00197221351523888,"Delta","342be8a3","USA","Oregon",NA
"1885",2021-07-12,4,0.0524626226948375,"Delta","342be8a3","USA","Oregon",507
"1886",2021-07-13,5,0.0567357111378998,"Delta","342be8a3","USA","Oregon",318
"1887",2021-07-14,6,0.0412788348463107,"Delta","342be8a3","USA","Oregon",245
"1888",2021-07-15,7,0.0369524213904352,"Delta","342be8a3","USA","Oregon",297
"1889",2021-07-16,8,0.035871918023462,"Delta","342be8a3","USA","Oregon",376
"1890",2021-07-17,9,0.035871918023462,"Delta","342be8a3","USA","Oregon",NA
"1891",2021-07-18,10,0.035871918023462,"Delta","342be8a3","USA","Oregon",NA
"1892",2021-07-19,11,0.0724248069174632,"Delta","342be8a3","USA","Oregon",725
"1893",2021-07-20,12,0.0822212010241304,"Delta","342be8a3","USA","Oregon",584
"1894",2021-07-21,13,0.0642948514453755,"Delta","342be8a3","USA","Oregon",391
"1895",2021-07-22,14,0.0608975122825425,"Delta","342be8a3","USA","Oregon",533
"1896",2021-07-23,15,0.0566847598099489,"Delta","342be8a3","USA","Oregon",606
"1897",2021-07-24,16,0.0566847598099489,"Delta","342be8a3","USA","Oregon",NA
"1898",2021-07-25,17,0.0566847598099489,"Delta","342be8a3","USA","Oregon",NA
"1899",2021-07-26,18,0.0781269940545585,"Delta","342be8a3","USA","Oregon",984
"1900",2021-07-27,19,0.0897102352580792,"Delta","342be8a3","USA","Oregon",1022
"1901",2021-07-28,20,0.0785109535900004,"Delta","342be8a3","USA","Oregon",815
"1902",2021-07-29,21,0.0764153466762496,"Delta","342be8a3","USA","Oregon",999
"1903",2021-07-30,22,0.0707174289260745,"Delta","342be8a3","USA","Oregon",1067
"1904",2021-07-31,23,0.0707174289260745,"Delta","342be8a3","USA","Oregon",NA
"1905",2021-08-01,24,0.0707174289260745,"Delta","342be8a3","USA","Oregon",NA
"1906",2021-08-02,25,0.0952808104949789,"Delta","342be8a3","USA","Oregon",2044
"1907",2021-08-03,26,0.0957036133716675,"Delta","342be8a3","USA","Oregon",1565
"1908",2021-08-04,27,0.0773905379115436,"Delta","342be8a3","USA","Oregon",1183
"1909",2021-08-05,28,0.0680236835401923,"Delta","342be8a3","USA","Oregon",1372
"1910",2021-08-06,29,0.0491022200652255,"Delta","342be8a3","USA","Oregon",980
"1911",2021-08-07,30,0.0491022200652255,"Delta","342be8a3","USA","Oregon",NA
"1912",2021-08-08,31,0.0491022200652255,"Delta","342be8a3","USA","Oregon",NA
"1913",2021-08-09,32,0.0785447705026874,"Delta","342be8a3","USA","Oregon",3204
"1914",2021-08-10,33,0.0809128366642969,"Delta","342be8a3","USA","Oregon",2333
"1915",2021-08-11,34,0.0683900159237949,"Delta","342be8a3","USA","Oregon",1957
"1916",2021-08-12,35,0.0639367830524586,"Delta","342be8a3","USA","Oregon",2305
"1917",2021-08-13,36,0.0487139938915687,"Delta","342be8a3","USA","Oregon",1765
"1918",2021-08-14,37,0.0487139938915687,"Delta","342be8a3","USA","Oregon",NA
"1919",2021-08-15,38,0.0487139938915687,"Delta","342be8a3","USA","Oregon",NA
"1920",2021-08-16,39,0.071906282052436,"Delta","342be8a3","USA","Oregon",4380
"1921",2021-08-17,40,0.0677057202473943,"Delta","342be8a3","USA","Oregon",2915
"1922",2021-08-18,41,0.0479607572099674,"Delta","342be8a3","USA","Oregon",2108
"1923",2021-08-19,42,0.0443093817578483,"Delta","342be8a3","USA","Oregon",2969
"1924",2021-08-20,43,0.0287497200709061,"Delta","342be8a3","USA","Oregon",2142
"1925",2021-08-21,44,0.0287497200709061,"Delta","342be8a3","USA","Oregon",NA
"1926",2021-08-22,45,0.0287497200709061,"Delta","342be8a3","USA","Oregon",NA
"1927",2021-08-23,46,0.0460573580601659,"Delta","342be8a3","USA","Oregon",4667
"1928",2021-08-24,47,0.0359144703392791,"Delta","342be8a3","USA","Oregon",2781
"1929",2021-08-25,48,0.0248623771003322,"Delta","342be8a3","USA","Oregon",2739
"1930",2021-08-26,49,0.0086804456419594,"Delta","342be8a3","USA","Oregon",2046
"1931",2021-08-27,50,0.00756353495551729,"Delta","342be8a3","USA","Oregon",3191
"1932",2021-08-28,51,0.00756353495551729,"Delta","342be8a3","USA","Oregon",NA
"1933",2021-08-29,52,0.00756353495551729,"Delta","342be8a3","USA","Oregon",NA
"1934",2021-08-30,53,0.0345987947085623,"Delta","342be8a3","USA","Oregon",5495
"1935",2021-08-31,54,0.0176664885515899,"Delta","342be8a3","USA","Oregon",2391
"1936",2021-09-01,55,0.00897757377265269,"Delta","342be8a3","USA","Oregon",2800
"1937",2021-09-02,56,-0.00119591704138447,"Delta","342be8a3","USA","Oregon",2426
"1938",2021-09-03,57,-0.0112380335695156,"Delta","342be8a3","USA","Oregon",2360
"1939",2021-09-04,58,-0.0112380335695156,"Delta","342be8a3","USA","Oregon",NA
"1940",2021-09-05,59,-0.0112380335695156,"Delta","342be8a3","USA","Oregon",NA
"1941",2021-09-06,60,-0.0112380335695156,"Delta","342be8a3","USA","Oregon",NA
"1942",2021-09-07,61,-0.0112380335695156,"Delta","342be8a3","USA","Oregon",NA
"1943",2021-09-08,62,-0.0190266273168342,"Delta","342be8a3","USA","Oregon",2329
"1944",2021-09-09,63,-0.0193254829117083,"Delta","342be8a3","USA","Oregon",2414
"1945",2021-09-10,64,-0.0209084153719388,"Delta","342be8a3","USA","Oregon",2433
"1946",2021-09-11,65,-0.0209084153719388,"Delta","342be8a3","USA","Oregon",NA
"1947",2021-09-12,66,-0.0209084153719388,"Delta","342be8a3","USA","Oregon",NA
"1948",2021-09-13,67,0.0122282529396786,"Delta","342be8a3","USA","Oregon",4679
"1949",2021-09-14,68,0.000119369153988242,"Delta","342be8a3","USA","Oregon",2028
"1950",2021-09-15,69,-0.00977614384781074,"Delta","342be8a3","USA","Oregon",2028
"1951",2021-09-16,70,-0.0130770302729098,"Delta","342be8a3","USA","Oregon",2208
"1952",2021-09-17,71,-0.0188711744019517,"Delta","342be8a3","USA","Oregon",2073
"1953",2021-09-18,72,-0.0188711744019517,"Delta","342be8a3","USA","Oregon",NA
"1954",2021-09-19,73,-0.0188711744019517,"Delta","342be8a3","USA","Oregon",NA
"1955",2021-09-20,74,-0.00308320455695664,"Delta","342be8a3","USA","Oregon",3320
"1956",2021-09-21,75,-0.013776441661481,"Delta","342be8a3","USA","Oregon",1680
"1957",2021-09-22,76,-0.0125798009551327,"Delta","342be8a3","USA","Oregon",2266
"1958",2021-09-23,77,-0.0182055089328634,"Delta","342be8a3","USA","Oregon",1808
"1959",2021-09-24,78,-0.0195174174084721,"Delta","342be8a3","USA","Oregon",2075
"1960",2021-09-25,79,-0.0195174174084721,"Delta","342be8a3","USA","Oregon",NA
"1961",2021-09-26,80,-0.0195174174084721,"Delta","342be8a3","USA","Oregon",NA
"1962",2021-09-27,81,0.00552666957211561,"Delta","342be8a3","USA","Oregon",3581
"1963",2021-09-28,82,-0.00546383534501659,"Delta","342be8a3","USA","Oregon",1620
"1964",2021-09-29,83,-0.00807715081385153,"Delta","342be8a3","USA","Oregon",1993
"1965",2021-09-30,84,-0.0110078868688322,"Delta","342be8a3","USA","Oregon",1870
"1966",2021-10-01,85,-0.0183914377615513,"Delta","342be8a3","USA","Oregon",1655
"1967",2021-10-02,86,-0.0183914377615513,"Delta","342be8a3","USA","Oregon",NA
"1968",2021-10-03,87,-0.0183914377615513,"Delta","342be8a3","USA","Oregon",NA
"1969",2021-10-04,88,0.00499726416119787,"Delta","342be8a3","USA","Oregon",3262
"1970",2021-10-05,89,-0.00276430731747322,"Delta","342be8a3","USA","Oregon",1627
"1971",2021-10-06,90,-0.0127008486612663,"Delta","342be8a3","USA","Oregon",1532
"1972",2021-07-07,1,0.0166381434665856,"Delta","3c55b916","USA","Wisconsin",176
"1973",2021-07-08,2,0.0333116317730264,"Delta","3c55b916","USA","Wisconsin",235
"1974",2021-07-09,3,0.0307032371099678,"Delta","3c55b916","USA","Wisconsin",144
"1975",2021-07-10,4,0.0307032371099678,"Delta","3c55b916","USA","Wisconsin",NA
"1976",2021-07-11,5,0.0307032371099678,"Delta","3c55b916","USA","Wisconsin",NA
"1977",2021-07-12,6,0.0581516050696202,"Delta","3c55b916","USA","Wisconsin",341
"1978",2021-07-13,7,0.0554361839674227,"Delta","3c55b916","USA","Wisconsin",236
"1979",2021-07-14,8,0.0519701922289704,"Delta","3c55b916","USA","Wisconsin",209
"1980",2021-07-15,9,0.0455520169290132,"Delta","3c55b916","USA","Wisconsin",215
"1981",2021-07-16,10,0.0435139214269984,"Delta","3c55b916","USA","Wisconsin",218
